FIPS,2010_RR_Level,2010_RR_Score,2011_RR_Level,2011_RR_Score,2012_RR_Level,2012_RR_Score,2013_RR_Level,2013_RR_Score,2014_RR_Level,2014_RR_Score,2015_RR_Level,2015_RR_Score,2016_RR_Level,2016_RR_Score,2017_RR_Level,2017_RR_Score,2018_RR_Level,2018_RR_Score,2019_RR_Level,2019_RR_Score,2020_RR_Level,2020_RR_Score,2021_RR_Level,2021_RR_Score,2022_RR_Level,2022_RR_Score
02020,11,1.3282791913791232,14,1.7730526571222145,15,1.9703296567532695,13,1.6138118432224315,14,1.734508122602194,13,1.5693168831877111,10,1.1885305415361134,13,1.540288309959917,9,1.1225714872394117,10,1.190639457178915,13,1.4489807449615386,14,1.532064396905438,15,1.675536972399825
02050,0,0.015023056809023275,0,0.01619895288624179,7,0.9608102220120459,0,0.020794788155319217,0,0.018196523666997512,0,0.018340609132932232,6,0.8046021087523765,2,0.42998380048541407,5,0.7453646327825233,4,0.6308312644548825,3,0.513207830346342,5,0.6819677646056904,2,0.456499825231413
02060,0,0.015023056809023275,0,0.01619895288624179,0,0.018570728685906528,0,0.020794788155319217,0,0.018196523666997512,0,0.018340609132932232,0,0.016777603503146644,0,0.01956460723409602,0,0.01627647603497162,0,0.019680137210545585,0,0.026383817705041356,0,0.028802156130073975,0,0.0290255266522079
02063,6,0.7982986983529728,10,1.2345162179466844,13,1.6367733310235348,6,0.8742683058993075,10,1.2051016936043577,10,1.2209038635921285,9,1.0846585688796506,8,0.9953630680580864,7,0.9335392464130018,7,0.908728153137958,7,0.8514071105903959,9,1.0104957190554287,7,0.8741379762426298
02066,5,0.7061019741154222,9,1.1253138245473644,8,1.0596169336828083,4,0.6916771873707732,5,0.7205390659872996,5,0.7458730706241049,7,0.8895299684912805,5,0.7233674860430815,2,0.43151138994265653,3,0.5316169606340473,2,0.4125149439240726,6,0.7597480567944727,4,0.6337785886431665
02068,0,0.015023056809023275,0,0.01619895288624179,0,0.018570728685906528,5,0.782178794459674,6,0.8146026089378253,0,0.018340609132932232,0,0.016777603503146644,0,0.01956460723409602,0,0.01627647603497162,0,0.019680137210545585,2,0.4125149439240726,0,0.028802156130073975,0,0.0290255266522079
02070,0,0.015023056809023275,0,0.01619895288624179,0,0.018570728685906528,0,0.020794788155319217,0,0.018196523666997512,0,0.018340609132932232,0,0.016777603503146644,0,0.01956460723409602,0,0.01627647603497162,0,0.019680137210545585,3,0.513207830346342,0,0.028802156130073975,0,0.0290255266522079
02090,9,1.098056035650484,8,1.0205135538541141,7,0.9608102220120459,9,1.166910488198306,12,1.4382573521915099,6,0.8365887937034177,8,0.9897995123462122,7,0.9058566813968447,5,0.7453646327825233,11,1.3010748505227536,3,0.513207830346342,7,0.8409242406104049,7,0.8741379762426298
02100,0,0.015023056809023275,0,0.01619895288624179,0,0.018570728685906528,0,0.020794788155319217,0,0.018196523666997512,0,0.018340609132932232,0,0.016777603503146644,0,0.01956460723409602,0,0.01627647603497162,0,0.019680137210545585,0,0.026383817705041356,0,0.028802156130073975,9,1.0366042714764752
02105,0,0.015023056809023275,0,0.01619895288624179,0,0.018570728685906528,0,0.020794788155319217,0,0.018196523666997512,0,0.018340609132932232,0,0.016777603503146644,0,0.01956460723409602,0,0.01627647603497162,0,0.019680137210545585,0,0.026383817705041356,0,0.028802156130073975,2,0.456499825231413
