FIPS,MortalityRate,Aged 17 or Younger,Aged 65 or Older,Below Poverty,Crowding,Group Quarters,Limited English Ability,Minority Status,Mobile Homes,Multi-Unit Structures,No High School Diploma,No Vehicle,Single-Parent Household,Unemployment,Year,Anomaly,AnomalyScore,HighMortality
39113,39.94,46.72,44.64,62.83,23.61,69.21,54.2,68.38,4.35,87.39,34.53,88.1,83.9,75.43,2013,0,-0.02729242194603909,True
39131,25.49,72.15,39.12,88.26,51.67,42.69,18.01,12.11,87.91,27.15,84.31,83.18,81.19,97.02,2013,0,-0.09393205169430874,True
39141,20.54,38.88,27.11,69.43,51.92,90.44,44.57,38.28,58.43,63.04,58.0,55.16,73.83,92.13,2013,0,-0.056023851015028714,False
39145,23.03,41.66,45.53,86.83,28.22,78.98,31.6,25.17,64.44,69.95,67.71,82.79,62.16,81.71,2013,0,-0.1065412535671657,False
39155,20.83,32.44,68.47,56.88,22.07,49.05,27.93,43.4,19.71,72.04,37.81,70.1,70.49,57.72,2013,0,-0.08559535200085944,False
39163,22.62,65.22,33.12,82.14,78.76,6.82,6.74,3.87,91.46,26.33,80.75,60.29,76.77,82.98,2013,0,-0.09350535861922193,False
42021,35.59,12.22,77.61,42.54,10.03,84.57,28.1,27.5,18.62,68.24,32.25,90.55,39.61,54.85,2013,0,-0.06116594113267215,True
42051,26.67,14.74,71.65,70.2,43.14,70.8,19.59,29.36,53.64,57.28,53.22,85.78,49.35,66.69,2013,0,-0.1028991257423914,True
42073,29.1,23.94,76.88,38.84,15.93,62.32,41.07,28.91,32.05,64.3,35.13,83.17,54.01,43.06,2013,0,-0.08680202548951815,True
42101,25.88,41.55,14.88,92.42,66.64,71.32,91.97,95.21,0.69,94.36,72.17,99.54,93.45,94.34,2013,1,0.013504798377700022,True
47001,33.09,30.45,67.15,57.64,26.35,35.69,51.09,37.26,52.9,79.22,52.97,57.85,58.09,51.3,2013,0,-0.08317215629316216,True
47021,30.39,70.3,12.14,36.03,46.29,10.3,40.7,23.38,58.1,56.61,65.22,6.1,44.08,45.34,2013,0,-0.040059775543041964,True
47025,48.3,16.86,57.42,84.59,19.87,74.41,27.85,11.84,87.04,33.97,92.62,58.37,39.26,66.45,2013,0,-0.09378164195756716,True
47129,23.6,20.75,33.42,79.77,69.31,96.41,40.54,25.9,93.13,8.71,78.24,44.1,33.8,61.66,2013,0,-0.025493668038080952,False
47145,37.7,17.88,79.8,53.37,27.78,26.97,26.77,26.41,69.27,50.3,63.41,44.35,25.67,69.56,2013,0,-0.07316934992621354,True
47173,30.73,55.03,34.43,84.18,69.03,10.11,20.42,6.26,88.99,32.8,93.97,52.95,51.82,66.26,2013,0,-0.09600829493168617,True
51021,19.55,3.49,70.84,32.29,19.75,95.83,10.87,18.63,88.95,9.98,64.48,39.24,10.44,43.95,2013,1,0.021840767963056007,False
51027,50.86,5.77,64.66,86.77,9.73,78.49,28.86,12.32,96.21,25.03,97.87,80.02,42.76,82.78,2013,0,-0.07430436141633157,True
51051,36.51,21.98,63.59,74.63,33.95,51.33,11.25,0.72,97.56,47.52,95.99,87.67,21.07,66.3,2013,0,-0.08882382277780326,True
51105,45.93,12.49,58.76,89.34,44.63,84.44,21.51,27.18,75.9,28.67,93.92,80.63,26.98,72.4,2013,0,-0.09568013627940253,True
51167,34.1,17.28,61.16,66.18,4.6,35.35,18.35,4.68,91.91,26.46,89.71,80.94,16.39,49.02,2013,0,-0.07125226069241714,True
51185,24.94,14.95,66.71,69.36,6.78,70.06,26.2,22.28,87.33,40.09,82.5,82.03,17.7,55.06,2013,0,-0.07805994978108305,True
51195,27.1,19.95,33.57,82.88,16.02,88.73,38.18,31.09,89.78,30.91,93.83,90.68,42.74,74.78,2013,0,-0.07877092027985938,True
54003,40.48,74.37,13.82,34.83,68.1,12.44,52.24,49.23,59.31,61.49,49.51,57.49,84.69,76.23,2013,0,-0.055744276832701445,True
54005,78.43,46.67,37.75,77.3,35.98,4.55,9.77,0.8,96.08,32.93,86.73,94.11,44.14,56.21,2013,0,-0.105360584658314,True
54009,34.47,7.65,81.16,31.82,24.2,75.97,8.86,9.26,25.47,56.92,24.55,89.92,45.22,52.53,2013,0,-0.03364807595446684,True
54011,49.42,14.39,50.77,82.8,14.72,75.77,29.83,36.48,36.25,86.79,49.64,96.58,71.34,36.88,2013,0,-0.0596927877369256,True
54015,22.56,56.36,57.11,90.36,50.72,10.52,0.0,0.18,91.49,36.09,95.07,89.44,13.25,66.29,2013,0,-0.08217277611653356,False
54019,52.63,20.71,63.2,79.14,32.13,77.2,20.53,29.1,64.77,44.45,77.42,89.37,56.49,69.43,2013,0,-0.11102293837516103,True
54025,15.91,14.21,81.69,71.92,46.3,48.65,23.3,24.82,66.19,28.9,64.94,66.79,24.59,38.57,2013,0,-0.07184705906196598,False
54029,49.52,16.93,76.85,51.73,7.34,10.62,30.76,19.31,41.21,61.38,42.93,62.19,29.57,51.52,2013,0,-0.03830581429986224,True
54035,18.57,45.34,68.98,68.47,53.9,6.94,6.61,2.54,77.45,35.78,60.89,79.48,34.09,57.24,2013,0,-0.08655644750871744,False
54039,33.46,20.3,60.03,43.21,13.41,40.56,17.55,42.52,47.12,78.07,42.11,88.87,55.48,36.7,2013,0,-0.06757588698581862,True
54043,47.63,43.01,44.58,92.77,36.26,2.39,9.02,0.46,93.97,17.42,90.93,89.0,57.61,62.38,2013,0,-0.09711067485036107,True
54045,61.13,20.98,44.71,74.92,27.16,38.43,15.65,12.2,85.54,30.78,85.17,92.67,29.02,67.35,2013,0,-0.11904760384266216,True
54047,100.59,17.35,57.98,98.48,41.14,74.3,35.77,41.02,87.7,33.3,99.31,97.45,36.03,73.38,2013,0,-0.06701374576813562,True
54053,30.81,29.16,64.11,64.94,30.95,60.88,15.15,4.16,85.19,25.86,66.44,89.72,49.13,67.95,2013,0,-0.10732566641336677,True
54055,38.72,22.45,71.14,82.04,15.38,48.31,49.63,35.98,82.66,61.97,70.49,83.18,58.48,27.23,2013,0,-0.06054186744175394,True
54059,46.33,36.58,30.2,84.71,47.81,2.97,23.45,9.15,95.27,51.36,95.28,86.19,23.14,86.86,2013,0,-0.08566801106063776,True
54067,42.36,20.18,65.61,70.61,48.43,5.92,6.52,2.58,90.44,42.74,64.32,74.45,12.61,61.99,2013,0,-0.07851861278487465,True
54069,25.69,10.06,72.87,55.21,24.72,83.29,15.37,29.83,20.43,85.52,18.74,95.08,37.27,27.33,2013,0,-0.019990078954250423,True
54081,46.93,23.61,54.94,59.26,7.21,80.11,62.41,44.65,62.86,57.25,68.23,82.24,45.69,31.42,2013,0,-0.033944647117467586,True
54089,30.84,4.79,83.53,63.55,22.81,91.81,14.51,32.76,66.87,29.31,75.54,83.53,14.9,38.65,2013,0,-0.029990567215626096,True
54099,43.44,33.95,59.37,73.51,38.06,4.57,8.47,1.66,79.18,45.54,81.49,88.71,40.58,58.61,2013,0,-0.09723960241239238,True
54109,60.82,30.74,46.06,74.38,45.96,2.36,11.22,2.25,91.5,18.84,92.69,95.38,27.23,42.98,2013,0,-0.07595473879919801,True
06033,54.53,22.38,73.26,87.93,77.49,38.36,84.53,67.34,86.31,39.45,57.62,62.97,82.9,96.98,2014,1,0.008073888124076167,True
17201,28.77,70.81,32.12,58.68,53.23,33.08,81.53,69.02,6.3,83.22,48.55,77.94,89.53,85.9,2014,0,-0.023200823644896618,True
18041,63.92,50.91,61.0,76.06,20.63,48.55,21.84,10.12,26.07,67.81,76.95,88.38,69.85,90.61,2014,0,-0.06677681356790893,True
18161,43.05,61.76,44.29,16.36,24.86,20.69,20.06,7.35,36.9,49.57,43.33,9.36,17.35,50.72,2014,0,-0.005193596153233004,True
18177,29.55,47.34,57.12,77.49,38.05,75.01,45.78,40.72,19.48,76.7,60.87,91.37,80.2,73.96,2014,0,-0.0779612763041288,True
21013,43.2,33.33,49.51,97.87,69.44,72.65,36.77,19.29,87.3,59.06,97.96,98.69,67.69,82.87,2014,0,-0.09112904945753048,True
21019,32.77,30.28,58.36,71.73,15.63,78.99,8.79,24.74,48.97,77.97,40.62,87.3,55.4,80.58,2014,0,-0.08665134439792033,True
21025,51.99,32.44,28.72,97.01,77.17,65.04,32.82,2.36,98.95,18.34,98.54,96.94,54.95,81.31,2014,0,-0.07665987997148149,True
21037,49.0,43.43,19.01,36.68,34.13,69.63,29.35,28.59,10.98,94.05,30.79,80.32,47.79,48.2,2014,0,-0.054188123731912397,True
21043,36.91,46.96,41.74,66.19,49.44,62.91,13.5,5.38,95.51,28.27,83.25,55.78,13.15,84.37,2014,0,-0.062257951291515734,True
21049,45.47,52.09,40.78,45.85,66.35,21.84,38.59,35.98,42.73,67.91,63.96,83.41,56.03,57.59,2014,0,-0.08956227534790462,True
21051,48.93,26.36,16.11,98.63,44.19,91.24,13.72,28.14,92.93,23.88,99.36,96.85,42.95,97.39,2014,0,-0.07110264125187415,True
21065,53.42,38.43,48.55,95.35,70.14,10.32,0.0,1.08,82.81,45.34,93.31,77.17,72.87,88.19,2014,0,-0.10611828806297147,True
21071,57.73,38.71,28.72,95.73,49.16,58.29,20.63,2.61,92.93,44.48,93.47,92.52,61.73,51.74,2014,0,-0.10845847420451771,True
21077,37.97,87.65,11.72,48.39,74.98,22.0,47.79,31.33,97.45,61.99,83.89,26.52,38.17,63.01,2014,1,0.0016686817027855572,True
21081,48.24,92.17,10.28,63.8,80.52,35.56,50.72,20.47,77.75,17.73,70.96,10.73,76.44,69.02,2014,1,0.010957909382851128,True
21089,33.61,40.31,65.62,61.67,62.66,21.14,7.2,7.32,66.13,39.35,65.93,57.15,39.41,83.92,2014,0,-0.09103186758790438,True
21095,52.36,50.75,36.39,97.39,74.79,54.22,21.3,15.06,81.92,43.11,96.88,96.31,49.38,67.34,2014,0,-0.08905958538677616,True
21109,38.42,48.87,35.59,97.17,70.68,10.57,0.0,0.67,88.95,36.33,97.13,64.34,85.67,68.04,2014,0,-0.08143987456875668,True
21115,59.65,47.85,35.59,89.88,77.65,52.75,0.0,1.75,93.76,49.35,90.67,88.92,28.81,64.02,2014,0,-0.09478088801808665,True
21117,45.75,76.03,11.72,38.24,44.89,35.66,54.31,39.1,9.93,90.23,34.64,77.94,82.43,50.72,2014,0,-0.03801195107554434,True
21119,50.81,29.77,27.67,92.2,59.03,77.36,16.87,2.07,97.29,27.57,97.64,88.38,31.61,94.21,2014,0,-0.10640291788146422,True
21121,37.75,66.79,44.29,98.22,72.02,53.58,4.81,8.12,96.28,37.34,97.64,95.64,67.37,96.66,2014,0,-0.08640226221226227,True
21127,49.44,51.51,32.12,85.93,26.33,9.17,22.89,1.37,92.93,39.54,87.01,82.23,8.82,44.57,2014,0,-0.06664789676098737,True
21129,60.1,11.84,28.72,98.12,80.01,94.43,30.69,14.07,90.0,32.19,96.02,90.29,13.44,78.13,2014,0,-0.045355843237078475,True
21131,91.59,34.61,34.42,86.98,42.6,48.9,0.0,0.64,96.94,11.46,99.27,84.59,35.59,61.99,2014,0,-0.09276740178774145,True
21133,45.08,37.28,38.62,88.32,39.48,14.68,7.67,0.92,90.86,40.59,91.28,96.72,25.76,83.92,2014,0,-0.12067796323648128,True
21135,30.9,56.51,42.22,97.99,64.69,20.06,0.0,0.76,88.67,12.0,93.89,91.95,68.7,81.31,2014,0,-0.10109475816478075,True
21153,56.06,59.92,25.18,92.68,69.82,17.77,0.0,0.96,99.65,19.17,98.34,92.87,45.62,79.05,2014,0,-0.08242487801901505,True
21159,61.58,26.58,14.17,98.25,75.84,95.22,17.22,28.49,97.55,29.19,95.0,88.38,93.03,99.08,2014,0,-0.042698386503502106,True
21161,24.69,67.02,38.62,72.62,9.71,46.2,14.52,38.71,53.9,69.31,73.13,71.89,80.17,33.43,2014,0,-0.061144575912025156,False
21173,40.04,70.39,23.75,89.75,35.53,32.44,36.01,26.71,68.42,47.72,76.19,77.17,87.42,89.88,2014,0,-0.06946061078151089,True
21175,41.29,17.83,27.67,95.96,34.99,95.86,44.67,24.2,96.78,41.04,95.8,73.0,45.37,65.46,2014,0,-0.06284234127202815,True
21189,48.64,18.12,66.6,99.49,64.76,45.62,0.0,11.88,92.42,12.16,99.49,99.11,88.67,94.75,2014,0,-0.05908847773470011,True
21191,45.92,56.61,20.73,42.02,14.39,35.98,0.0,3.6,76.25,45.02,63.55,29.74,26.04,41.39,2014,0,-0.023969526935931573,True
21193,47.11,34.51,25.18,92.3,81.98,54.5,6.05,11.14,95.96,48.65,97.33,95.86,72.97,91.5,2014,0,-0.0920354478768795,True
21197,88.47,76.47,21.36,93.54,49.28,32.79,14.68,4.81,84.88,30.31,93.89,92.2,77.27,73.96,2014,0,-0.09170681481554488,True
22063,25.05,89.46,7.07,34.51,75.96,6.62,39.06,39.73,90.42,38.49,61.48,12.0,86.91,44.57,2014,1,0.025807695622424687,False
22087,27.84,87.87,2.71,56.29,49.47,10.86,72.11,75.17,28.14,26.55,70.42,45.88,96.18,84.97,2014,1,0.04073871726227085,True
22117,28.09,74.69,37.47,90.99,77.01,73.7,57.4,75.39,88.76,37.63,88.67,91.09,64.22,96.34,2014,0,-0.029998270201213262,True
24015,35.16,69.15,16.11,15.98,32.51,39.86,51.86,46.55,31.77,70.01,43.33,32.73,47.56,55.21,2014,0,-0.042739367871153955,True
24510,42.23,28.91,11.72,87.68,57.24,75.29,72.72,97.42,0.22,96.02,74.05,99.43,94.65,92.23,2014,1,0.003904368058855412,True
29099,31.88,72.81,13.5,18.18,37.03,11.27,28.46,17.29,52.21,55.46,41.83,24.99,64.41,59.82,2014,0,-0.058614944166675065,True
29221,34.28,58.96,30.02,86.79,65.71,77.49,18.72,19.26,96.53,12.54,94.52,79.59,58.87,94.62,2014,0,-0.09225431339837764,True
29510,37.8,22.57,8.15,94.11,58.23,72.02,75.01,92.42,1.4,96.82,64.92,99.2,88.57,93.0,2014,1,0.0006476000716456598,True
34007,25.44,63.36,21.36,30.63,55.81,31.33,89.75,82.17,2.39,93.73,41.83,94.3,85.48,80.58,2014,1,0.0015886708336104727,False
35028,52.35,61.57,43.33,0.96,20.47,6.05,71.82,65.3,12.77,87.42,0.13,3.44,15.5,8.63,2014,1,0.10396606972393996,True
35039,100.56,72.24,37.47,82.65,84.4,38.08,86.69,99.36,98.6,12.67,79.82,49.32,88.16,90.61,2014,1,0.042850172807514686,True
39001,35.55,77.43,41.74,89.88,65.68,25.06,6.46,5.35,92.61,29.51,86.79,68.64,79.75,95.38,2014,0,-0.09401647982300182,True
39015,38.53,67.27,39.64,40.02,44.51,23.5,4.78,5.76,76.85,33.62,67.14,47.63,59.57,77.3,2014,0,-0.0668850636340701,True
39017,42.5,75.04,14.17,35.31,37.6,67.94,64.66,53.1,10.35,86.25,27.86,44.51,69.47,48.2,2014,0,-0.025135495991937984,True
39025,40.68,77.62,17.03,15.57,18.85,9.71,26.11,21.49,26.71,89.43,34.64,26.52,48.26,28.84,2014,0,-0.003505264541318054,True
39053,41.94,64.31,49.51,72.62,47.34,63.45,9.23,23.11,87.71,37.66,79.59,77.94,57.56,57.59,2014,0,-0.10107057950151876,True
39079,33.59,67.24,35.59,86.15,49.09,15.6,53.87,8.85,71.98,44.25,67.14,86.47,81.57,82.87,2014,0,-0.07029558689571741,True
39087,38.28,54.28,50.68,58.29,46.67,16.14,6.62,17.57,66.73,33.05,55.43,61.76,58.2,51.74,2014,0,-0.08715809557112708,True
39101,41.08,31.55,35.59,68.55,28.94,93.12,20.31,39.35,23.3,74.08,52.31,71.89,75.8,65.46,2014,0,-0.07730991358261002,True
39113,49.9,47.06,44.29,65.01,24.39,70.93,55.59,68.26,4.49,86.88,35.53,88.92,84.27,73.96,2014,0,-0.03017902347240431,True
39131,33.6,72.46,38.62,87.68,48.93,41.39,21.59,11.81,87.93,21.9,86.41,85.86,81.47,96.34,2014,0,-0.09177576134237597,True
39141,38.88,38.97,26.77,70.23,61.0,90.39,48.33,37.89,58.87,63.45,57.27,57.15,72.78,93.19,2014,0,-0.04623987121091078,True
39145,29.77,41.55,44.29,88.32,28.08,78.76,29.64,24.55,65.14,67.75,68.61,82.84,57.4,78.13,2014,0,-0.10523979128984157,True
39155,29.24,32.16,68.29,57.82,20.34,48.93,28.05,43.08,19.48,70.84,37.31,73.0,71.41,52.88,2014,0,-0.0945667833893088,True
39163,37.75,63.16,33.17,83.57,81.66,7.07,8.98,3.95,93.51,21.08,80.61,60.17,78.41,84.37,2014,0,-0.08462052432375405,True
42021,29.04,12.86,77.36,42.02,10.92,84.81,28.08,27.09,19.17,68.16,32.25,90.29,42.38,55.21,2014,0,-0.06068610917263767,True
42051,29.83,14.9,71.06,68.13,52.63,71.31,20.09,29.13,54.31,55.81,51.54,84.59,46.2,63.01,2014,0,-0.09870555997989694,True
42073,23.66,24.23,76.44,39.29,14.45,62.72,40.88,28.81,32.41,65.58,33.81,85.23,57.12,38.81,2014,0,-0.08485759799407339,False
42101,33.07,42.53,14.17,92.39,67.05,69.95,92.23,95.22,0.67,94.36,72.33,99.55,92.45,94.62,2014,1,0.013251095783710198,True
47001,23.83,30.53,66.6,56.29,24.36,33.52,51.96,37.12,52.98,79.66,52.31,54.6,59.18,50.72,2014,0,-0.08016032100810766,False
47021,42.75,69.47,12.8,43.27,49.03,10.47,37.09,23.18,58.55,59.82,65.93,6.08,39.76,49.38,2014,0,-0.039068259181222253,True
47025,34.82,15.41,58.36,87.14,14.14,73.77,24.8,11.91,86.31,32.98,91.66,55.78,39.13,65.46,2014,0,-0.09383777059959753,True
47129,31.04,20.6,34.42,80.83,69.02,96.91,40.78,25.69,92.93,7.93,76.57,44.51,26.33,60.74,2014,0,-0.021735107493699113,True
47145,41.71,17.45,80.74,57.12,26.14,27.0,24.93,26.11,69.12,52.15,63.1,47.63,23.34,70.77,2014,0,-0.07769108590697482,True
47173,33.97,53.93,35.59,83.57,78.29,9.58,24.64,6.02,87.49,36.39,92.65,60.17,51.38,69.91,2014,0,-0.0895237245269751,True
51021,40.69,3.37,71.6,33.24,21.9,96.63,8.15,18.21,88.19,13.31,66.67,44.51,9.9,49.38,2014,1,0.021906319796217266,True
51027,55.06,5.73,67.65,87.14,11.75,77.68,24.26,12.32,95.77,29.8,97.61,75.17,49.57,79.05,2014,0,-0.07270344540100543,True
51051,39.32,22.64,63.77,74.18,42.57,49.95,12.64,0.8,98.06,45.43,95.13,90.29,18.62,63.01,2014,0,-0.08070835658025594,True
51105,30.25,11.94,59.85,91.24,57.88,83.6,22.48,26.74,75.9,22.29,94.33,75.96,22.89,82.36,2014,0,-0.07479938156565069,True
51167,42.82,17.92,61.8,66.19,1.75,33.84,14.45,4.71,90.86,26.97,88.67,79.59,13.59,55.21,2014,0,-0.07404191366427165,True
51185,32.22,15.03,66.6,70.9,5.03,68.67,27.0,22.19,87.17,39.48,82.23,81.12,13.09,56.45,2014,0,-0.06995304191641832,True
51195,27.54,20.47,33.17,83.57,9.46,88.57,41.45,30.69,90.0,27.6,93.73,91.37,36.17,78.13,2014,0,-0.06390886116263506,True
54003,41.63,73.86,14.17,40.02,73.0,11.84,54.19,49.03,58.55,58.1,49.86,55.78,87.87,79.05,2014,0,-0.05536499778407272,True
54005,96.99,47.82,38.62,77.49,44.06,3.92,10.63,0.83,96.15,32.6,84.75,94.46,42.98,60.74,2014,0,-0.10759533775796487,True
54009,42.5,7.8,81.41,34.0,30.25,76.6,5.67,8.88,25.44,54.82,22.64,91.37,51.42,47.06,2014,0,-0.03537265300240222,True
54011,51.49,15.79,49.51,83.09,16.97,75.26,34.35,36.26,37.85,87.01,51.54,96.85,78.06,35.5,2014,0,-0.05195446930056419,True
54015,33.03,56.89,59.06,90.39,46.13,10.22,0.0,0.16,91.75,34.26,96.88,88.38,7.1,67.34,2014,0,-0.07879879406789453,True
54019,37.67,22.16,62.81,77.49,39.7,77.33,22.73,28.75,64.79,45.21,76.57,87.71,58.33,71.89,2014,0,-0.11052002337629324,True
54025,33.85,14.58,81.85,70.23,45.97,49.22,25.25,24.36,66.73,32.51,60.87,65.97,22.0,35.5,2014,0,-0.06409278905630822,True
54029,59.78,18.18,76.44,52.09,5.19,10.76,36.04,18.82,41.39,62.91,46.29,60.17,25.44,42.73,2014,0,-0.027419494653101784,True
54035,33.26,47.41,68.29,67.62,58.64,6.65,6.43,2.48,78.32,33.49,60.87,82.23,33.27,54.09,2014,0,-0.0846792481010149,True
54039,42.58,21.49,59.06,42.79,13.15,39.35,16.71,42.25,47.53,78.0,41.83,87.71,54.31,34.54,2014,0,-0.06569738873024528,True
54043,46.38,43.62,44.29,92.2,25.15,2.04,9.74,0.6,92.61,14.8,88.67,88.03,60.65,58.8,2014,0,-0.09192611211461293,True
54045,59.41,22.92,44.29,71.28,17.16,41.29,18.5,11.59,86.02,26.77,85.2,92.87,24.86,65.46,2014,0,-0.1031831048314254,True
54047,71.18,19.04,57.12,98.57,36.13,80.45,39.38,40.5,89.27,34.51,99.27,97.04,28.37,88.19,2014,0,-0.07055629463786706,True
54053,44.42,29.48,63.77,61.67,26.62,61.35,16.65,4.11,86.02,24.64,64.28,90.83,50.3,64.02,2014,0,-0.10059571278608592,True
54055,71.21,24.48,70.33,79.97,12.58,47.31,50.3,35.82,81.92,63.2,69.82,82.84,59.06,22.86,2014,0,-0.05956033935200933,True
54059,97.22,38.2,30.85,84.53,44.57,2.74,28.72,9.04,96.53,48.9,95.32,85.23,16.62,88.98,2014,0,-0.07969433717489444,True
54067,38.72,19.45,65.62,69.63,56.77,5.28,8.69,2.77,92.01,44.13,62.62,74.12,5.64,64.02,2014,0,-0.0655293665589941,True
54069,28.83,10.98,71.6,54.25,27.98,82.87,12.89,29.35,22.73,85.42,17.54,95.38,37.76,22.03,2014,0,-0.024568290573687923,True
54081,49.85,25.31,54.66,56.29,8.25,79.82,65.07,44.38,62.62,55.68,65.93,81.12,45.05,28.84,2014,0,-0.02525040864152317,True
54089,48.14,4.84,84.34,56.29,27.95,91.44,16.75,32.63,66.73,27.98,73.13,81.12,8.15,45.62,2014,0,-0.028657437764965654,True
54099,43.77,33.01,59.06,71.28,31.87,3.66,9.07,1.81,80.9,42.79,83.25,89.49,38.59,63.01,2014,0,-0.09455732896249575,True
54109,84.08,32.38,46.39,76.92,57.91,2.13,5.19,2.1,91.53,17.16,93.47,96.02,28.53,49.38,2014,0,-0.0805671992832312,True
06033,49.54,22.68,76.01,88.66,77.42,37.6,86.47,67.4,85.86,38.97,62.2,68.86,84.97,96.72,2015,1,0.0027720337489902658,True
17201,33.79,70.22,32.18,53.63,52.62,33.88,80.92,69.2,6.3,82.7,48.72,78.37,90.29,86.66,2015,0,-0.02113480103459786,True
18041,55.47,50.11,61.71,74.06,29.23,46.47,19.77,9.46,23.98,66.66,76.57,87.79,74.77,84.56,2015,0,-0.07555766986765577,True
18161,46.99,60.87,47.24,14.31,19.43,17.2,10.03,7.46,42.55,53.64,43.3,19.37,24.4,40.45,2015,0,-0.002405705718862672,True
18177,46.27,46.37,56.82,76.14,40.15,75.36,51.59,40.41,19.56,78.59,61.49,91.36,78.0,65.47,2015,0,-0.08418738138059179,True
21013,87.79,35.0,49.84,98.39,71.05,72.11,30.66,18.35,87.76,58.2,98.27,98.69,75.82,85.43,2015,0,-0.0843819895915277,True
21019,45.53,31.52,56.8,71.08,16.63,78.94,8.49,24.31,49.72,77.41,38.31,85.53,57.68,76.11,2015,0,-0.08419079136884938,True
21025,32.36,34.06,29.05,97.53,81.31,62.99,23.2,2.51,99.0,12.75,97.91,97.37,49.97,87.42,2015,0,-0.08333934216266525,True
21037,51.05,41.11,18.93,40.88,28.51,70.68,28.43,28.08,10.62,93.06,30.01,81.14,56.06,41.75,2015,0,-0.05753068703333636,True
21043,39.2,49.17,40.34,67.18,50.19,62.9,17.12,4.76,95.58,35.29,82.76,50.57,26.23,86.78,2015,0,-0.07769645511273365,True
21049,36.36,51.84,40.84,46.1,60.5,21.65,44.2,35.42,42.2,66.8,63.5,75.23,57.21,54.37,2015,0,-0.08921252185010387,True
21051,54.61,29.37,16.27,99.15,58.8,90.84,18.02,27.65,93.41,23.2,99.38,97.04,55.34,94.98,2015,0,-0.08222154473776,True
21065,34.12,39.88,48.19,95.89,77.69,11.69,0.0,1.06,83.58,43.76,93.03,75.53,74.7,92.33,2015,0,-0.09780423174656078,True
21071,45.03,40.21,31.68,96.24,50.11,57.31,15.82,2.31,93.09,46.27,93.01,93.25,56.15,71.3,2015,0,-0.11731047806855827,True
21077,38.49,87.26,10.53,42.52,78.16,22.96,55.93,31.62,96.48,64.59,81.61,44.03,59.97,50.47,2015,0,-0.008521628537218495,True
21081,43.08,92.77,11.31,69.89,84.52,39.22,47.28,20.36,80.85,17.45,71.58,21.02,83.09,54.98,2015,1,0.020515488425688733,True
21089,30.5,40.2,66.24,61.97,59.33,21.19,7.64,6.77,64.28,36.28,59.21,43.27,36.42,82.5,2015,0,-0.07494986418888883,True
21095,51.37,51.37,38.65,97.45,70.28,57.52,13.04,13.97,81.76,42.77,97.08,96.19,42.25,76.84,2015,0,-0.10420707062183177,True
21109,33.17,50.76,32.97,97.55,55.38,10.62,0.0,0.4,87.31,33.51,94.62,66.2,65.61,81.65,2015,0,-0.09497369322325261,True
21115,42.09,49.87,37.79,91.11,70.78,53.84,3.66,1.61,91.9,54.05,89.32,91.02,24.5,75.04,2015,0,-0.09551804591181695,True
21117,69.09,75.3,12.04,37.44,44.6,33.95,53.85,38.95,9.8,90.11,34.89,78.83,80.23,47.87,2015,0,-0.04403531924250559,True
21119,37.13,29.28,29.5,94.75,68.27,77.65,14.62,2.05,97.61,29.1,97.37,90.9,44.43,95.95,2015,0,-0.10213479664364217,True
21121,59.88,65.82,45.02,98.3,58.38,54.3,7.74,7.94,95.32,37.74,97.76,93.64,77.79,96.32,2015,0,-0.09757362897195138,True
21127,41.58,56.98,32.79,84.94,39.63,8.42,25.16,1.64,94.64,34.6,87.49,81.47,8.92,59.55,2015,0,-0.07957720305594279,True
21129,29.81,18.83,33.83,98.72,49.07,94.02,15.35,9.6,89.0,30.11,97.34,91.27,23.21,87.34,2015,0,-0.0797780564107129,True
21131,63.85,38.03,36.68,92.29,49.41,53.42,0.0,0.64,98.15,12.28,99.33,90.06,23.78,80.34,2015,0,-0.0857190813835732,True
21133,36.08,38.16,41.07,92.2,52.24,16.27,8.16,0.88,91.2,39.06,92.52,91.41,45.12,89.68,2015,0,-0.12531093896069567,True
21135,38.79,50.46,43.49,96.47,48.8,19.2,0.0,0.76,88.2,14.87,94.09,81.22,47.64,65.44,2015,0,-0.10650178368891033,True
21153,29.04,60.31,25.2,94.27,74.09,18.77,0.0,0.62,99.67,28.26,98.2,93.14,50.22,86.98,2015,0,-0.0815438306592699,True
21159,81.25,27.3,15.3,97.89,75.22,95.27,21.79,28.0,97.97,31.41,95.73,87.57,49.11,99.17,2015,0,-0.05374552435786789,True
21161,36.25,62.86,39.77,74.77,30.59,43.18,30.71,38.3,52.18,74.15,71.98,80.67,70.86,39.8,2015,0,-0.08194962986399335,True
21173,20.27,71.34,24.48,90.05,49.41,31.87,40.97,25.98,70.55,51.72,75.5,72.11,89.57,82.75,2015,0,-0.07665211840826713,False
21175,0.0,15.07,26.44,92.9,26.02,95.8,32.17,24.47,97.15,40.02,95.82,67.27,61.35,68.55,2015,0,-0.06486157830502348,False
21189,42.56,26.3,53.3,99.24,63.17,44.37,0.0,16.66,91.23,11.04,98.67,99.0,87.7,82.56,2015,0,-0.06674377603654985,True
21191,46.19,53.89,22.7,43.2,19.95,38.55,3.98,3.41,78.92,40.24,62.83,20.75,24.37,37.19,2015,0,-0.020820345672574958,True
21193,39.91,37.82,25.79,93.18,81.83,56.79,6.77,10.82,95.62,50.77,95.73,96.2,75.26,94.71,2015,0,-0.08588425217223883,True
